Term,Translate,Context,Reference,Comment
Update.MessageText.Running,הקובץ שהוורד בהכנה,,Update\Update.HE.xaml,
Update.MessageText.Running.Not,לא ניתן להשתמש בקובץ שהוורד,,Update\Update.HE.xaml,
Update.MessageText.Running.Error,לא ניתן היה להכין את הקובץ שהוורד,,Update\Update.HE.xaml,
Update.MessageText.Running.Executed,הפעלת קובץ שהורד,,Update\Update.HE.xaml,
Update.MessageText.Running.Executing,הפעלת הקובץ שהוורד,,Update\Update.HE.xaml,
PASS⦙45,PASS⦙45,Don't Touch,Update\Update.HE.xaml,Please don't touch the translation in this line.
Update.MessageText.Extracting,הקובץ שהורד נחלץ,,Update\Update.HE.xaml,
Update.MessageText.Extracting.Not,לא ניתן להשתמש בקובץ שהוורד,,Update\Update.HE.xaml,
Update.MessageText.Extracting.Error,לא ניתן היה לחלץ את הקובץ שהוורד,,Update\Update.HE.xaml,
Update.MessageText.Extracting.Failed,הקובץ שהורד נכשל,,Update\Update.HE.xaml,
Update.MessageText.Extracting.Corrupt,הקובץ שהורד פגום,,Update\Update.HE.xaml,
Update.MessageText.Extracting.Executed,הקובץ שחולץ הוצא לפועל,,Update\Update.HE.xaml,
Update.MessageText.Extracting.Executing,הקובץ שחולץ מבוצע,,Update\Update.HE.xaml,
Watchdog.ErrorEmpty,"למרבה הצער, פרטי השגיאה לא נלכדו.",,Watchdog\Watchdog.HE.xaml,
Watchdog.ErrorTitle,טָעוּת,,Watchdog\Watchdog.HE.xaml,
Watchdog.HelpButton,עֶזרָה,,Watchdog\Watchdog.HE.xaml,
Watchdog.HideButton,לשמור את זה,,Watchdog\Watchdog.HE.xaml,
Watchdog.ShowButton,לְהַצִיג,,Watchdog\Watchdog.HE.xaml,
Watchdog.StackTrace,עקבות מחסנית:,,Watchdog\Watchdog.HE.xaml,
Watchdog.CloseButton,יְצִיאָה,,Watchdog\Watchdog.HE.xaml,
Watchdog.WindowTitle,Sucrose Watchdog,,Watchdog\Watchdog.HE.xaml,
Watchdog.ErrorMessage,אירעה שגיאה בלתי צפויה:,,Watchdog\Watchdog.HE.xaml,
Portal.Area.Log,יוֹמִי,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Data,נְתוּנִים,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Hook,וָו,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Cache,מטמון,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Reset,אִתחוּל,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Sound,קוֹל,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Store,מרכז קניות,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Backup,גיבוי,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Donate,תְרוּמָה,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Laptop,מחשב נייד,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.System,מַעֲרֶכֶת,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Update,לְעַדְכֵּן,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Engines,מנועים,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Library,סִפְרִיָה,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Support,תְמִיכָה,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Windows,Windows,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Priority,עֲדִיפוּת,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Developer,מפתח,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.Extensions,תוספים,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.OperatingSystem,מַעֲרֶכֶת הַפעָלָה,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.SystemResources,משאבי מערכת,,Portal\Area\Portal.Area.HE.xaml,
Portal.Area.AppearanceBehavior,מראה והתנהגות,,Portal\Area\Portal.Area.HE.xaml,
Portal.Category.All,כֹּל,,Portal\Category\Portal.Category.HE.xaml,
PASS⦙46,PASS⦙46,Don't Touch,Portal\Category\Portal.Category.HE.xaml,Please don't touch the translation in this line.
Portal.Category.Sky,שָׁמַיִם,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.War,מִלחָמָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Bard,Bard,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Cute,נָעִים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Game,מִשְׂחָק,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Love,אַהֲבָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Time,זְמַן,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Anime,Anime,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Music,מוּסִיקָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Retro,Retro,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Space,מֶרחָב,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Brands,מותגים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Galaxy,גָלַקסִיָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Horror,פַּחַד,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Nature,טֶבַע,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Sports,ספּוֹרט,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.System,מַעֲרֶכֶת,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Tavern,מִסְבָּאָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Temple,מִקדָשׁ,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Animals,בַּעֲלֵי חַיִים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Dynamic,דִינָמִי,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Fantasy,פַנטָזִיָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Fashion,לְעַצֵב,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.LineArt,קו אמנות,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Persons,אנשי קשר,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Science,מַדָע,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Seasons,עונות השנה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Vintage,נוֹסטָלגִיָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Abstract,תַקצִיר,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Ambience,סְבִיבָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Artworks,יצירות אמנות,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Colorful,צִבעוֹנִי,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Holidays,חגים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Medieval,ימי הביניים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.PixelArt,Pixel Art,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Software,תוֹכנָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Vehicles,כְּלֵי עֲבוֹדָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Workshop,סַדנָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Animation,הַנפָּשָׁה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Education,הַשׂכָּלָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.FilmandTV,סרטים וסדרות טלוויזיה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Halloween,ליל כל הקדושים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Landscape,נוֹף,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Lifestyle,סגנון חיים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.ComicBooks,קומיקס,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.DigitalArt,אמנות דיגיטלית,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Minimalist,Minimalist,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Technology,טֶכנוֹלוֹגִיָה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Nightscapes,נופי לילה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.Superheroes,גיבורי על,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.BlackandWhite,שחור ולבן,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.FoodandDrinks,מזון ומשקאות,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.ArtandAbstract,אמנות ומופשט,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.CloudsandSkies,עננים ושמים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.KidsandCartoon,ילדים וסרטים מצוירים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.ScienceFiction,מַדָע בִּדיוֹנִי,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.CitiesandPlaces,ערים ומקומות,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.CartoonandComics,קריקטורות וקומיקס,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.EnchantedForests,יערות קסומים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.ColorfulGradients,מעברי צבע צבעוניים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.GeometricPatterns,דפוסים גיאומטריים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.InspirationalQuotes,ציטוטים מעוררי השראה,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.PatternsandTextures,דפוסים ומרקמים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.UnderwaterandMarine,מתחת למים וים,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.ArtificialIntelligence,בינה מלאכותית,,Portal\Category\Portal.Category.HE.xaml,
Portal.Category.ArchitectureandBuildings,אדריכלות ומבנים,,Portal\Category\Portal.Category.HE.xaml,
Base64⦙2,ICAgIDxSZXNvdXJjZURpY3Rpb25hcnkuTWVyZ2VkRGljdGlvbmFyaWVzPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iVHJheUljb24vUG9ydGFsLlRyYXlJY29uLkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJPdGhlckhlbHAvUG9ydGFsLk90aGVySGVscC5IRS54YW1sIiAvPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iVGhlbWVFZGl0L1BvcnRhbC5UaGVtZUVkaXQuSEUueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IlN0b3JlQ2FyZC9Qb3J0YWwuU3RvcmVDYXJkLkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJPdGhlckFib3V0L1BvcnRhbC5PdGhlckFib3V0LkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJQYWdpbmF0aW9uL1BvcnRhbC5QYWdpbmF0aW9uLkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJUaGVtZVNoYXJlL1BvcnRhbC5UaGVtZVNoYXJlLkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJMaWJyYXJ5Q2FyZC9Qb3J0YWwuTGlicmFyeUNhcmQuSEUueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IlRoZW1lRGVsZXRlL1BvcnRhbC5UaGVtZURlbGV0ZS5IRS54YW1sIiAvPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iVGhlbWVSZXZpZXcvUG9ydGFsLlRoZW1lUmV2aWV3LkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJUaGVtZUltcG9ydC9Qb3J0YWwuVGhlbWVJbXBvcnQuSEUueGFtbCIgLz4NCiAgICAgICAgPFJlc291cmNlRGljdGlvbmFyeSBTb3VyY2U9IlRoZW1lQ3JlYXRlL1BvcnRhbC5UaGVtZUNyZWF0ZS5IRS54YW1sIiAvPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iVGhlbWVSZXBvcnQvUG9ydGFsLlRoZW1lUmVwb3J0LkhFLnhhbWwiIC8+DQogICAgICAgIDxSZXNvdXJjZURpY3Rpb25hcnkgU291cmNlPSJFeHBhbmRlckNhcmQvUG9ydGFsLkV4cGFuZGVyQ2FyZC5IRS54YW1sIiAvPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iV2FsbHBhcGVyQ3ljbGluZy9Qb3J0YWwuV2FsbHBhcGVyQ3ljbGluZy5IRS54YW1sIiAvPg0KICAgICAgICA8UmVzb3VyY2VEaWN0aW9uYXJ5IFNvdXJjZT0iRGlzcGxheVByZWZlcmVuY2VzL1BvcnRhbC5EaXNwbGF5UHJlZmVyZW5jZXMuSEUueGFtbCIgLz4NCiAgICA8L1Jlc291cmNlRGljdGlvbmFyeS5NZXJnZWREaWN0aW9uYXJpZXM+,Don't Touch,Portal\Controls\Portal.Controls.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.Stretch.Fill,לְמַלֵא,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.Stretch.None,אַף לֹא אֶחָד,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.Stretch.Uniform,יַחֲסִי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.Stretch.UniformToFill,מלא באופן פרופורציונלי,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙47,PASS⦙47,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.SortModeType.Name,שֵׁם,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.SortModeType.None,אַף לֹא אֶחָד,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.SortModeType.Creation,יצירה,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.SortModeType.Modification,מִשְׁתַנֶה,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙48,PASS⦙48,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.InputType.Close,סָגוּר,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.InputType.OnlyMouse,עכבר בלבד,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.InputType.OnlyKeyboard,מקלדת בלבד,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.InputType.MouseKeyboard,עכבר ומקלדת,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙49,PASS⦙49,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.StretchType.Fill,לְמַלֵא,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.StretchType.None,אַף לֹא אֶחָד,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.StretchType.Uniform,יַחֲסִי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.StretchType.UniformToFill,מלא באופן פרופורציונלי,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙50,PASS⦙50,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.ReportThemeType.Spam,Spam,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.ReportThemeType.Other,אַחֵר,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.ReportThemeType.Nudity,עֵירוֹם,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.ReportThemeType.Harmful,מזיק,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.ReportThemeType.Violence,אַלִימוּת,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.ReportThemeType.Malicious,זְדוֹנִי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.ReportThemeType.CopyrightViolation,הפרת זכויות יוצרים,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.ReportThemeType.MisleadingInformation,מידע מטעה,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙51,PASS⦙51,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.CommunicationType.Pipe,Pipe,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CommunicationType.Signal,Signal,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CommunicationType.Transmission,Transmission,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙52,PASS⦙52,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.PerformanceType.Close,לִסְגוֹר,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.PerformanceType.Pause,לְהַפְסִיק,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.PerformanceType.Resume,לְתַחְזֵק,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙53,PASS⦙53,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.WindowBackdropType.Auto,אוֹטוֹמָטִי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.WindowBackdropType.Mica,נָצִיץ,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.WindowBackdropType.None,אַף לֹא אֶחָד,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.WindowBackdropType.Tabbed,עם כרטיסיות,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.WindowBackdropType.Acrylic,אַקרִילִי,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙54,PASS⦙54,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.InputModuleType.Native,Native,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.InputModuleType.RawInput,RawInput,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙55,PASS⦙55,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.StoreServerType.GitHub,GitHub,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.StoreServerType.Soferity,Soferity,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙56,PASS⦙56,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.UpdateAutoType.Visible,נִרְאֶה,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.UpdateAutoType.SemiSilent,לפעמים גלוי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.UpdateAutoType.UpdateSilent,עדכון בלתי נראה,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.UpdateAutoType.CompleteSilent,לגמרי בלתי נראה,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙57,PASS⦙57,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.UpdateModuleType.Native,Native,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.UpdateModuleType.Downloader,Downloader,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙58,PASS⦙58,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.UpdateServerType.GitHub,GitHub,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.UpdateServerType.Soferity,Soferity,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙59,PASS⦙59,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.PausePerformanceType.Heavy,כָּבֵד,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.PausePerformanceType.Light,אוֹר,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙60,PASS⦙60,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.SortKindType.Ascending,עולה [A-Z],,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.SortKindType.Descending,מופחת [Z-A],,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙61,PASS⦙61,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.ExpandScreenType.Default,בְּרִירַת מֶחדָל,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.ExpandScreenType.Advanced,מְפוּתָח,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙62,PASS⦙62,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.TransitionCycleType.Random,אַקרַאִי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.TransitionCycleType.Sequential,עוֹקֵב,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙63,PASS⦙63,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.ScreenType.WorkingArea,סביבת עבודה,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.ScreenType.DisplayBound,מגבלות מסך,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙64,PASS⦙64,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.UpdateChannelType.Release,בְּרִירַת מֶחדָל,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.UpdateChannelType.PreRelease,מפתח,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙65,PASS⦙65,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.DuplicateScreenType.Default,בְּרִירַת מֶחדָל,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.DuplicateScreenType.Advanced,מְפוּתָח,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙66,PASS⦙66,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.UpdateExtensionType.Compressed,דָחוּס,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.UpdateExtensionType.Executable,בר הפעלה,,Portal\Enum\Portal.Enum.HE.xaml,
PASS⦙67,PASS⦙67,Don't Touch,Portal\Enum\Portal.Enum.HE.xaml,Please don't touch the translation in this line.
Portal.Enum.CompatibilityType.Pass,תוצאה מוצלחת,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Tags,ל'Tags' יש יותר מדי ערכים,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Type,ערכת הנושא נוצרה עבור סוג שהאפליקציה אינה תומכת בו,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Title,ערך 'Title' ריק או ארוך מדי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Access,אין לך הרשאה לגשת לקובץ הרלוונטי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Author,ערך 'Author' ריק או ארוך מדי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Folder,קבצי ערכות נושא אינם נמצאים בספריה הראשית של הארכיון,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Locked,הקובץ הרלוונטי נמצא בשימוש בתהליך אחר,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Source,הקובץ 'Source' לא נמצא,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Contact,ערך 'Contact' ריק או ארוך מדי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Encrypt,הקובץ הרלוונטי מוצפן,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Preview,קובץ 'Preview' לא נמצא,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.ZipType,הקובץ הרלוונטי אינו למעשה קובץ '.zip',,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.InfoFile,הקובץ 'SucroseInfo.json' לא נמצא,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.LoopMode,ערך 'LoopMode' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.NotFound,הקובץ הרלוונטי לא נמצא,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Arguments,ערך 'Arguments' ארוך מדי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.EmptyInfo,הקובץ 'SucroseInfo.json' ריק,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Extension,לקובץ הרלוונטי אין סיומת '.zip',,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.ThemeType,ערך 'ThemeType' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Thumbnail,הקובץ 'Thumbnail' לא נמצא,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.AppVersion,ערכת הנושא נוצרה עבור גרסה גבוהה יותר של האפליקציה,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.InvalidUrl,'Source' מכיל ערך לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemBios,ערך 'SystemBios' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemDate,ערך 'SystemDate' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Description,ערך 'Description' ריק או ארוך מדי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.InvalidFile,קובץ לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.InvalidInfo,הקובץ 'SucroseInfo.json' אינו חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.InvalidTags,ערכי 'Tags' קצרים מדי או ארוכים מדי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.ShuffleMode,ערך 'ShuffleMode' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.StretchMode,ערך 'StretchMode' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemAudio,ערך 'SystemAudio' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.SystemTheme,ערך 'SystemTheme' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.TriggerTime,ערך 'TriggerTime' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.VolumeLevel,ערך 'VolumeLevel' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
Portal.Enum.CompatibilityType.Localization,ערך 'Localization' לא חוקי,,Portal\Enum\Portal.Enum.HE.xaml,
